label,Phi,theta_crystal,sigma_0,k,tick,fraction_A,coordination_rate,n_uncr,n_cryst_A,n_cryst_B,new_cryst_A,new_cryst_B,dissolutions,bexp_all,beff_all,C_all,sigma_crA,sigma_crB,anom_crA,anom_crB,e_uncr_mean,e_uncr_abs_mean,num_enforcements,convergence_counter
baseline_phi2,2.0,3.0,0.8,2.0,54,0.43,0.58,31,29,40,1,0,11,0.4125,0.4042,0.2389,0.3064,0.3138,6.07,5.5,-0.307,0.784,3,0
baseline_phi2,2.0,3.0,0.8,2.0,55,0.43,0.3,35,25,40,0,2,6,0.43,0.4101,0.2305,0.313,0.3412,6.24,5.55,-0.243,0.822,5,0
baseline_phi2,2.0,3.0,0.8,2.0,56,0.34,0.4,37,22,41,1,1,4,0.3875,0.4218,0.2189,0.3426,0.3543,6.14,5.78,-0.386,0.797,5,0
baseline_phi2,2.0,3.0,0.8,2.0,57,0.39,0.42,43,19,38,0,1,7,0.3517,0.3823,0.2338,0.3553,0.3763,6.05,5.61,-0.481,0.814,6,0
baseline_phi2,2.0,3.0,0.8,2.0,58,0.31,0.66,44,16,40,1,3,5,0.3567,0.3519,0.2653,0.4036,0.3981,5.5,5.08,-0.308,0.902,6,0
baseline_phi2,2.0,3.0,0.8,2.0,59,0.32,0.52,44,15,41,1,3,4,0.3283,0.3497,0.2795,0.4488,0.4355,5.07,4.71,-0.551,0.957,2,0
baseline_phi2,2.0,3.0,0.8,2.0,60,0.28,0.68,46,13,41,1,1,4,0.2825,0.3275,0.2971,0.5144,0.4499,4.46,4.71,-0.683,1.068,6,0
baseline_phi2,2.0,3.0,0.8,2.0,61,0.29,0.66,44,11,45,0,4,2,0.2667,0.2885,0.3055,0.5582,0.4827,3.91,4.56,-0.815,1.196,12,0
baseline_phi2,2.0,3.0,0.8,2.0,62,0.29,0.78,43,10,47,0,4,3,0.285,0.26,0.3354,0.5888,0.5199,3.7,4.13,-0.903,1.402,8,0
baseline_phi2,2.0,3.0,0.8,2.0,63,0.3,0.56,41,10,49,0,6,4,0.2975,0.2641,0.3385,0.5897,0.5743,3.9,3.37,-0.921,1.438,10,0
baseline_phi2,2.0,3.0,0.8,2.0,64,0.29,0.58,36,10,54,0,7,2,0.2625,0.2725,0.3376,0.5904,0.615,4.4,2.87,-0.657,1.33,10,0
baseline_phi2,2.0,3.0,0.8,2.0,65,0.21,0.7,33,9,58,0,4,1,0.2525,0.2384,0.359,0.6255,0.6292,4.11,2.78,-0.785,1.243,13,0
baseline_phi2,2.0,3.0,0.8,2.0,66,0.22,0.72,22,11,67,2,9,0,0.225,0.2234,0.3802,0.6584,0.6536,3.55,2.52,-0.754,1.429,15,0
baseline_phi2,2.0,3.0,0.8,2.0,67,0.22,0.6,19,12,69,2,4,3,0.1942,0.191,0.3834,0.7148,0.6737,3.17,2.39,-1.15,1.15,20,0
baseline_phi2,2.0,3.0,0.8,2.0,68,0.14,0.76,17,11,72,0,4,2,0.1708,0.1677,0.4091,0.7549,0.6868,3.36,2.29,-1.162,1.192,15,0
baseline_phi2,2.0,3.0,0.8,2.0,69,0.16,0.72,17,11,72,0,2,2,0.169,0.1578,0.4224,0.755,0.702,4.09,2.19,-1.036,1.036,19,0
baseline_phi2,2.0,3.0,0.8,2.0,70,0.16,0.72,15,11,74,0,2,0,0.1442,0.1672,0.4322,0.755,0.7059,4.82,2.27,-0.86,1.256,23,0
baseline_phi2,2.0,3.0,0.8,2.0,71,0.1,0.8,13,11,76,0,3,1,0.1317,0.1418,0.4594,0.704,0.7159,4.73,2.16,-0.769,1.237,15,0
baseline_phi2,2.0,3.0,0.8,2.0,72,0.08,0.84,13,10,77,0,1,1,0.1142,0.1209,0.4841,0.6896,0.7182,4.2,2.21,-0.792,1.363,13,0
baseline_phi2,2.0,3.0,0.8,2.0,73,0.1,0.8,11,11,78,1,1,0,0.0782,0.1119,0.502,0.6996,0.7206,4.55,2.24,-1.22,1.526,15,0
baseline_phi2,2.0,3.0,0.8,2.0,74,0.11,0.78,5,12,83,1,5,0,0.0917,0.0982,0.5197,0.7083,0.7265,4.92,2.23,-1.204,1.214,19,0
baseline_phi2,2.0,3.0,0.8,2.0,75,0.09,0.86,5,12,83,0,0,0,0.1132,0.107,0.5419,0.6616,0.7278,4.83,2.31,-1.505,1.505,13,0
baseline_phi2,2.0,3.0,0.8,2.0,76,0.1,0.84,5,12,83,0,0,0,0.109,0.1107,0.5603,0.5681,0.7291,4.0,2.4,-1.581,1.787,14,0
baseline_phi2,2.0,3.0,0.8,2.0,77,0.08,0.84,4,12,84,0,1,0,0.0903,0.0954,0.5806,0.5681,0.7311,4.83,2.45,-1.525,1.666,12,0
baseline_phi2,2.0,3.0,0.8,2.0,78,0.13,0.82,4,12,84,0,0,0,0.1025,0.0858,0.5937,0.5222,0.7324,4.67,2.54,-1.73,1.766,13,0
baseline_phi2,2.0,3.0,0.8,2.0,79,0.1,0.8,2,12,86,0,2,0,0.1077,0.0917,0.6022,0.4287,0.7351,4.0,2.58,-1.035,1.035,12,0
baseline_phi2,2.0,3.0,0.8,2.0,80,0.07,0.86,2,12,86,0,0,0,0.0815,0.0825,0.6188,0.3819,0.7333,4.17,2.53,-1.216,1.216,9,0
baseline_phi2,2.0,3.0,0.8,2.0,81,0.04,0.92,2,11,87,0,1,1,0.0793,0.0637,0.643,0.3437,0.7354,3.82,2.55,-0.29,0.29,7,0
baseline_phi2,2.0,3.0,0.8,2.0,82,0.05,0.9,2,11,87,0,0,0,0.057,0.0543,0.6645,0.3437,0.7366,4.82,2.61,-0.526,0.526,6,0
baseline_phi2,2.0,3.0,0.8,2.0,83,0.06,0.88,2,11,87,0,0,0,0.0478,0.0478,0.682,0.3437,0.7378,5.82,2.68,-0.811,0.811,7,0
baseline_phi2,2.0,3.0,0.8,2.0,84,0.04,0.96,3,10,87,0,0,1,0.0508,0.0389,0.7026,0.2975,0.736,5.4,2.6,-0.712,0.712,4,0
baseline_phi2,2.0,3.0,0.8,2.0,85,0.03,0.94,3,10,87,0,0,0,0.0465,0.0355,0.724,0.2975,0.7372,6.4,2.63,-1.053,1.053,3,0
baseline_phi2,2.0,3.0,0.8,2.0,86,0.05,0.9,5,8,87,0,0,2,0.0405,0.0356,0.7375,0.241,0.7384,5.5,2.69,-0.816,0.816,4,0
baseline_phi2,2.0,3.0,0.8,2.0,87,0.04,0.92,6,7,87,0,0,1,0.0402,0.0268,0.7537,0.2404,0.7397,6.0,2.72,-0.906,0.906,4,0
baseline_phi2,2.0,3.0,0.8,2.0,88,0.01,0.98,7,6,87,0,0,1,0.0312,0.0248,0.7756,0.2404,0.741,6.5,2.74,-1.263,1.263,1,0
baseline_phi2,2.0,3.0,0.8,2.0,89,0.06,0.88,9,4,87,0,0,2,0.0383,0.0179,0.7819,0.2404,0.7422,6.25,2.78,-1.196,1.196,4,0
baseline_phi2,2.0,3.0,0.8,2.0,90,0.01,0.98,10,3,87,0,0,1,0.0308,0.0205,0.8012,0.2404,0.7435,6.33,2.79,-1.425,1.425,1,0
baseline_phi2,2.0,3.0,0.8,2.0,91,0.02,0.96,10,2,88,0,1,1,0.0253,0.0155,0.8166,0.2422,0.7454,5.5,2.77,-1.355,1.355,1,0
baseline_phi2,2.0,3.0,0.8,2.0,92,0.0,1.0,9,2,89,0,1,0,0.025,0.0145,0.835,0.2422,0.7473,6.5,2.74,-1.397,1.397,0,0
baseline_phi2,2.0,3.0,0.8,2.0,93,0.03,0.94,9,2,89,0,0,0,0.0143,0.0154,0.8412,0.2422,0.7485,7.5,2.78,-1.611,1.611,2,0
baseline_phi2,2.0,3.0,0.8,2.0,94,0.0,1.0,10,1,89,0,0,1,0.01,0.0089,0.8571,0.2444,0.7497,7.0,2.78,-1.624,1.624,0,0
baseline_phi2,2.0,3.0,0.8,2.0,95,0.0,1.0,10,1,89,0,0,0,0.0075,0.0051,0.8714,0.2444,0.751,8.0,2.78,-1.811,1.811,0,0
baseline_phi2,2.0,3.0,0.8,2.0,96,0.0,1.0,9,1,90,0,1,0,0.0075,0.0043,0.8842,0.2444,0.7528,9.0,2.74,-1.866,1.866,0,1
baseline_phi2,2.0,3.0,0.8,2.0,97,0.02,0.96,10,0,90,0,0,1,0.0085,0.0043,0.8905,NaN,0.754,NaN,2.74,-1.824,1.824,1,2
baseline_phi2,2.0,3.0,0.8,2.0,98,0.01,0.98,9,0,91,0,1,0,0.007,0.0054,0.8986,NaN,0.7557,NaN,2.73,-2.081,2.081,0,3
baseline_phi2,2.0,3.0,0.8,2.0,99,0.01,0.98,8,0,92,0,1,0,0.0095,0.005,0.906,NaN,0.7573,NaN,2.71,-2.145,2.145,1,4
baseline_phi2,2.0,3.0,0.8,2.0,100,0.01,0.98,7,0,93,0,1,0,0.012,0.006,0.9125,NaN,0.759,NaN,2.68,-2.185,2.185,1,5
baseline_phi2,2.0,3.0,0.8,2.0,101,0.0,1.0,6,0,94,0,1,0,0.0095,0.0068,0.9212,NaN,0.7606,NaN,2.65,-2.405,2.405,0,6
baseline_phi2,2.0,3.0,0.8,2.0,102,0.0,1.0,5,0,95,0,1,0,0.005,0.0043,0.9291,NaN,0.7622,NaN,2.62,-2.37,2.37,0,7
baseline_phi2,2.0,3.0,0.8,2.0,103,0.0,1.0,5,0,95,0,0,0,0.0025,0.0016,0.9362,NaN,0.7634,NaN,2.62,-2.44,2.44,0,8
baseline_phi2,2.0,3.0,0.8,2.0,104,0.0,1.0,5,0,95,0,0,0,0.002,0.0008,0.9426,NaN,0.7646,NaN,2.62,-2.503,2.503,0,9
baseline_phi2,2.0,3.0,0.8,2.0,105,0.0,1.0,5,0,95,0,0,0,0.0,0.0006,0.9483,NaN,0.7658,NaN,2.62,-2.56,2.56,0,10
baseline_phi2,2.0,3.0,0.8,2.0,106,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9535,NaN,0.7669,NaN,2.62,-2.611,2.611,0,11
baseline_phi2,2.0,3.0,0.8,2.0,107,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9581,NaN,0.7681,NaN,2.62,-2.657,2.657,0,12
baseline_phi2,2.0,3.0,0.8,2.0,108,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9623,NaN,0.7693,NaN,2.62,-2.698,2.698,0,13
baseline_phi2,2.0,3.0,0.8,2.0,109,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9661,NaN,0.7704,NaN,2.62,-2.735,2.735,0,14
baseline_phi2,2.0,3.0,0.8,2.0,110,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9695,NaN,0.7716,NaN,2.62,-2.769,2.769,0,15
baseline_phi2,2.0,3.0,0.8,2.0,111,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9725,NaN,0.7727,NaN,2.62,-2.799,2.799,0,16
baseline_phi2,2.0,3.0,0.8,2.0,112,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9753,NaN,0.7739,NaN,2.62,-2.826,2.826,0,17
baseline_phi2,2.0,3.0,0.8,2.0,113,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.9777,NaN,0.775,NaN,2.62,-2.851,2.851,0,18
baseline_phi2,2.0,3.0,0.8,2.0,114,0.0,1.0,5,0,95,0,0,0,0.0,0.0,0.98,NaN,0.7761,NaN,2.62,-2.873,2.873,0,19
baseline_phi2,2.0,3.0,0.8,2.0,115,0.0,1.0,4,0,96,0,1,0,0.0,0.0,0.982,NaN,0.7775,NaN,2.59,-2.865,2.865,0,20
baseline_phi2,2.0,3.0,0.8,2.0,116,0.0,1.0,4,0,96,0,0,0,0.0,0.0,0.9838,NaN,0.7786,NaN,2.59,-2.885,2.885,0,21
baseline_phi2,2.0,3.0,0.8,2.0,117,0.0,1.0,3,0,97,0,1,0,0.0,0.0,0.9854,NaN,0.7799,NaN,2.57,-2.871,2.871,0,22
baseline_phi2,2.0,3.0,0.8,2.0,118,0.0,1.0,3,0,97,0,0,0,0.0,0.0,0.9869,NaN,0.781,NaN,2.57,-2.889,2.889,0,23
baseline_phi2,2.0,3.0,0.8,2.0,119,0.0,1.0,3,0,97,0,0,0,0.0,0.0,0.9882,NaN,0.7821,NaN,2.57,-2.905,2.905,0,24
baseline_phi2,2.0,3.0,0.8,2.0,120,0.0,1.0,2,0,98,0,1,0,0.0,0.0,0.9894,NaN,0.7833,NaN,2.54,-2.874,2.874,0,25
baseline_phi2,2.0,3.0,0.8,2.0,121,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9904,NaN,0.7844,NaN,2.54,-2.888,2.888,0,26
baseline_phi2,2.0,3.0,0.8,2.0,122,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9914,NaN,0.7855,NaN,2.54,-2.9,2.9,0,27
baseline_phi2,2.0,3.0,0.8,2.0,123,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9922,NaN,0.7866,NaN,2.54,-2.911,2.911,0,28
baseline_phi2,2.0,3.0,0.8,2.0,124,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.993,NaN,0.7877,NaN,2.54,-2.921,2.921,0,29
baseline_phi2,2.0,3.0,0.8,2.0,125,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9937,NaN,0.7887,NaN,2.54,-2.929,2.929,0,30
baseline_phi2,2.0,3.0,0.8,2.0,126,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9943,NaN,0.7898,NaN,2.54,-2.937,2.937,0,31
baseline_phi2,2.0,3.0,0.8,2.0,127,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9949,NaN,0.7908,NaN,2.54,-2.945,2.945,0,32
baseline_phi2,2.0,3.0,0.8,2.0,128,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9954,NaN,0.7919,NaN,2.54,-2.951,2.951,0,33
baseline_phi2,2.0,3.0,0.8,2.0,129,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9959,NaN,0.7929,NaN,2.54,-2.957,2.957,0,34
baseline_phi2,2.0,3.0,0.8,2.0,130,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9963,NaN,0.7939,NaN,2.54,-2.962,2.962,0,35
baseline_phi2,2.0,3.0,0.8,2.0,131,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9967,NaN,0.795,NaN,2.54,-2.967,2.967,0,36
baseline_phi2,2.0,3.0,0.8,2.0,132,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.997,NaN,0.796,NaN,2.54,-2.971,2.971,0,37
baseline_phi2,2.0,3.0,0.8,2.0,133,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9973,NaN,0.797,NaN,2.54,-2.975,2.975,0,38
baseline_phi2,2.0,3.0,0.8,2.0,134,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9976,NaN,0.798,NaN,2.54,-2.978,2.978,0,39
baseline_phi2,2.0,3.0,0.8,2.0,135,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9978,NaN,0.799,NaN,2.54,-2.981,2.981,0,40
baseline_phi2,2.0,3.0,0.8,2.0,136,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.998,NaN,0.8,NaN,2.54,-2.984,2.984,0,41
baseline_phi2,2.0,3.0,0.8,2.0,137,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9982,NaN,0.801,NaN,2.54,-2.987,2.987,0,42
baseline_phi2,2.0,3.0,0.8,2.0,138,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9984,NaN,0.802,NaN,2.54,-2.989,2.989,0,43
baseline_phi2,2.0,3.0,0.8,2.0,139,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9986,NaN,0.803,NaN,2.54,-2.991,2.991,0,44
baseline_phi2,2.0,3.0,0.8,2.0,140,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9987,NaN,0.804,NaN,2.54,-2.993,2.993,0,45
baseline_phi2,2.0,3.0,0.8,2.0,141,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9988,NaN,0.805,NaN,2.54,-2.994,2.994,0,46
baseline_phi2,2.0,3.0,0.8,2.0,142,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.999,NaN,0.806,NaN,2.54,-2.996,2.996,0,47
baseline_phi2,2.0,3.0,0.8,2.0,143,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9991,NaN,0.8069,NaN,2.54,-2.997,2.997,0,48
baseline_phi2,2.0,3.0,0.8,2.0,144,0.0,1.0,2,0,98,0,0,0,0.0,0.0,0.9992,NaN,0.8079,NaN,2.54,-2.998,2.998,0,49
baseline_phi2,2.0,3.0,0.8,2.0,145,0.0,1.0,1,0,99,0,1,0,0.0,0.0,0.9992,NaN,0.8088,NaN,2.52,-2.998,2.998,0,50
